,logFC,unshrunk.logFC,logCPM,PValue,FDR,neg_signed_logpval,s2n
ENSG00000130176,-3.83653511002065,-3.83704707216119,5.78951566662952,0.0001842134903136,0.223617409244453,-3.7346785687416353,-1.1472760209148896
ENSG00000165269,-8.1486881011489,-8.16347412972802,6.2096226328013,0.0001941443977348,0.223617409244453,-3.7118751370157765,-0.6647473007194318
ENSG00000163815,-3.96287119256291,-3.96349633747058,5.08270930243656,0.0002026815929385,0.223617409244453,-3.6931856911107825,-1.972055586341481
ENSG00000133317,-9.29579306032564,-9.34302702171818,5.87742041569768,0.0002345165846734,0.227349917734444,-3.6298264391857598,-0.6547093505638012
ENSG00000248144,-6.17959959427195,-6.18742771353879,3.78146456008378,0.0002518541062727,0.227349917734444,-3.5988509639365587,-1.20246357923554
ENSG00000115361,-8.62234238220399,-8.76166720055878,2.96061080917419,0.0002522672003242,0.227349917734444,-3.598139212598613,-0.7429953352810084
ENSG00000101049,-5.86576219083021,-5.90174930106683,3.57719040748566,0.0002604373686626,0.227349917734444,-3.584296701211356,-0.6421281190774368
ENSG00000138722,-5.93251985547627,-5.9355655008953,5.18772629682074,0.0002770067635473,0.227349917734444,-3.5575096268365987,-1.2736300319444174
ENSG00000101938,-7.25564607699236,-7.25702472650769,7.78989214231968,0.0002930710263154,0.227349917734444,-3.533027114803869,-1.2019876906738598
ENSG00000165197,-7.68311615871456,-7.70664969151595,3.90046265692818,0.0003084574001247,0.227349917734444,-3.510804806244216,-3.794573116706762
ENSG00000084674,-8.04568275834775,-8.13145165646758,3.26292910001956,0.0003166306508079,0.227349917734444,-3.4994470464148493,-0.7307792095603758
ENSG00000157150,-6.10210716210571,-6.10728438153407,5.34970526669038,0.0003271318153972,0.227349917734444,-3.485277216255577,-0.7235854706491508
ENSG00000005102,-5.00777247994118,-5.01058147734192,3.98697106882523,0.0003383965559,0.227349917734444,-3.4705740657312316,-1.776990641315728
ENSG00000123500,5.71400482248067,5.71610668590597,6.43643111171362,0.0003394006022907,0.227349917734444,3.4692873913309668,0.8105874559539649
ENSG00000000005,-6.69257373963131,-6.72248099679908,2.56281690623234,0.0003623686499672,0.230189794490744,-3.4408493820084343,-1.0607137394047688
ENSG00000187134,-6.79172894797225,-6.79748311580966,5.99422631366934,0.0003681858517126,0.230189794490744,-3.4339329041568347,-0.8569026556707406
ENSG00000136960,-4.8405493585783,-4.84086809594062,6.94559320220571,0.0004012377646267,0.235816903457596,-3.396598197792371,-1.5953392198725618
ENSG00000168004,-5.4552984243506,-5.45818407469045,5.3254886075443,0.0004023321022948,0.235816903457596,-3.3954153134559335,-0.7872084492155491
ENSG00000168079,-8.89468517589458,-8.9184283153657,5.56566077322147,0.0004234936078199,0.236161698493867,-3.3731531404914694,-1.9799976816641986
ENSG00000211445,-5.3499543949665,-5.35023007074369,7.97432142965771,0.0004424874858435,0.236161698493867,-3.3540990072395234,-1.1328127645947357
ENSG00000116194,-5.67412239005638,-5.67880524838061,4.01644591546137,0.0004680564436892,0.236161698493867,-3.3297017714885766,-1.377684339184285
ENSG00000091513,-5.9944797255534,-5.99881988297467,7.40957218536179,0.0004819363522288,0.236161698493867,-3.317010313837963,-0.6110281010304707
ENSG00000165124,-4.76354382867842,-4.76396932923826,6.46784764010968,0.0004848624053911,0.236161698493867,-3.3143814883203464,-1.743266006537119
ENSG00000266524,-6.44581988709527,-6.46168759848415,3.01890068682541,0.0004897764058428,0.236161698493867,-3.310002140115928,-1.718242416152462
ENSG00000133392,-4.76185380349068,-4.7620415785444,7.63305124547342,0.0004910591939251,0.236161698493867,-3.3088661534054817,-3.1092308961425617
ENSG00000108381,-5.18197145206816,-5.19058643142487,3.36639209386211,0.0005248531708666,0.244102071310253,-3.2799621746913687,-0.9098050374406157
ENSG00000119771,-4.37994475298848,-4.38217239990208,3.57201887088566,0.0005335991108829,0.244102071310253,-3.2727849027402556,-2.454095738602892
ENSG00000232079,-6.58376372310167,-6.63751298741104,1.93783880830483,0.0005555534166584,0.248094282924919,-3.255274177146742,-0.8277146270846194
ENSG00000181092,-10.4119712549626,-10.4184806301216,9.36618848758263,0.0005897293079077,0.257231695328339,-3.2293472884570495,-0.7005347060885844
ENSG00000189221,-4.46818824613006,-4.46884388950192,7.19383783334641,0.00060457797659,0.257715102930075,-3.218547677237002,-0.6871522496408778
ENSG00000144908,-6.77682623182173,-6.78822859117554,5.72554489563165,0.0006702659086262,0.275327408607147,-3.173752869330789,-0.6502869362566933
ENSG00000154736,-4.33089477690175,-4.33142216233985,5.7184152183091,0.0006752538278912,0.275327408607147,-3.170532945197063,-1.6753471230353898
ENSG00000184811,-9.8875776819121,-9.90832738195183,7.6748002821629,0.0007091893397087,0.283011813948465,-3.1492378011879882,-0.6472981959098402
ENSG00000167772,-4.92855200990124,-4.93163248562185,4.10289035945626,0.0007405388410896,0.289365552155789,-3.1304521579010403,-1.6236677381631057
ENSG00000175445,-6.65298519376701,-6.65340828754912,9.48399560879319,0.0007773612724726,0.297554857683621,-3.1093770993754486,-0.7208522382124395
ENSG00000130595,-6.62476540418503,-6.68434700298347,2.04596379898056,0.0008013400163818,0.29806973394512,-3.0961831694268533,-0.8073454940068604
ENSG00000163431,-3.6800237614944,-3.68048458715437,5.51948501167308,0.0008104903194285,0.29806973394512,-3.091252168038035,-2.537694899012336
ENSG00000166819,-9.59906646111173,-9.60210210593251,9.77872692677576,0.0008283628431358,0.298784105497214,-3.081779389960865,-0.6820416243038487
ENSG00000140285,-3.69159110943269,-3.69270658280105,3.96100288103561,0.0008966259985728,0.306962052445287,-3.0473886724822665,-2.3107085647629018
ENSG00000106511,-4.41239875055893,-4.41453280444021,3.95110792922605,0.0008972502749771,0.306962052445287,-3.047086399898017,-1.2286347559786412
ENSG00000122877,-3.16344224989133,-3.1636919440786,5.5295868251281,0.0009219162532607,0.306962052445287,-3.03530852840262,-2.356007445618746
ENSG00000236333,-10.3700408328903,-10.658939222716,4.38993356757943,0.0009258002093671,0.306962052445287,-3.0334827253387275,-0.6418301434603836
ENSG00000241644,-4.34434555529099,-4.34718334791839,3.13816888326216,0.0009328661222745,0.306962052445287,-3.030180678364224,-4.120290745759885
ENSG00000125740,-4.03773625452144,-4.03800675641759,9.45687805161185,0.0011032620891539,0.356772133520197,-2.957321305010102,-0.590091964591797
ENSG00000132561,-4.37776211878573,-4.37827002812736,6.30009828654585,0.0012488799027458,0.384394710852924,-2.903479323101085,-2.9862517411999265
ENSG00000099953,4.94250366277073,4.94339104369915,7.27590871065291,0.0012508160051474,0.384394710852924,2.9028065702635093,0.7002840883249873
ENSG00000213088,-3.8889708096812,-3.88951471105223,5.41467647776949,0.0012516039560729,0.384394710852924,-2.9025330728045953,-1.1472295567590358
ENSG00000112936,-4.75344106130386,-4.75541500518949,5.01080483595504,0.001270658566479,0.384394710852924,-2.8959711312827694,-1.7122911038737771
ENSG00000077274,-4.98854166312162,-4.99624791359909,2.6814560131861,0.0013218237155486,0.39017359245018,-2.8788264604853366,-5.13347631519091
ENSG00000277494,-5.18982823499546,-5.19336029547799,4.17905793922829,0.0013573514372914,0.39017359245018,-2.8673076928590433,-0.952556585572799
ENSG00000184113,-3.77463357033344,-3.77550536218352,4.34294215537827,0.0013654315568082,0.39017359245018,-2.8647300642869653,-2.405109944989385
ENSG00000116678,-3.79761174703014,-3.79812241478429,5.67010756605146,0.0013729716944824,0.39017359245018,-2.862338416191371,-1.0926933127603096
ENSG00000133800,-6.61271019188728,-6.61791277357585,5.25540873211299,0.0014131325103269,0.391162264493468,-2.8498171121744393,-0.9786966841547707
ENSG00000174697,-10.6564550158475,-10.687448924873,6.96244684106043,0.0014195447499177,0.391162264493468,-2.8478509121652538,-0.9047158438452038
ENSG00000162849,3.16328998350679,3.16496412243058,4.27787552371096,0.0014390166480086,0.391162264493468,2.8419341816739254,0.7305992410668408
ENSG00000164530,-5.41324994956944,-5.41442555994296,5.86867259540439,0.0015258703963992,0.408846073640912,-2.8164823526976495,-1.2278984132398736
ENSG00000080493,-4.98574070691862,-4.99241272244541,4.16492725177963,0.0015882182029,0.419558036811184,-2.7990898307468672,-0.7101712936572393
ENSG00000184905,-5.55913705272409,-5.64241985451527,0.13306570961494,0.001671351618868,0.422701737055598,-2.7769321736435177,-1.1273214896116552
ENSG00000157152,-4.41571422131632,-4.41998024951962,2.96298585092641,0.001678309957067,0.422701737055598,-2.7751278288394663,-1.3341504957968613
ENSG00000146374,-4.74293116356326,-4.74535509194345,4.14494829004548,0.0017019606978078,0.422701737055598,-2.7690504729954237,-1.1136033231570337
ENSG00000137077,-4.93906248406679,-4.94129376256653,4.78465761029376,0.0017596940705419,0.422701737055598,-2.754562829358716,-1.6068336572098103
ENSG00000172901,-7.5159853241548,-7.55050949688155,4.0981520009023,0.0017729114680354,0.422701737055598,-2.751312950751972,-0.717604377391834
ENSG00000149294,-3.91795018080232,-3.92022591514843,3.0424169689568,0.0017771266369054,0.422701737055598,-2.750281623545501,-5.08910052985546
ENSG00000272636,-3.68756029267594,-3.68914414860428,3.31845281227016,0.0017856959690499,0.422701737055598,-2.7481924817317585,-2.5431994649205794
ENSG00000122420,-4.3226847138886,-4.32841355347567,2.83016512403906,0.0018324409396445,0.422701737055598,-2.7369700139582327,-1.2153123098744099
ENSG00000205038,-5.35510277061922,-5.37089088668181,2.11854393252836,0.0018749689771997,0.422701737055598,-2.727005913612232,-1.3583659431093702
ENSG00000060718,6.13722613083815,6.13909978079674,7.23774014240293,0.0018984347685393,0.422701737055598,2.72160432091035,0.7122682153496126
ENSG00000124212,-2.60932949806124,-2.60957263019881,5.49788472460634,0.0019425205991959,0.422701737055598,-2.711634367085773,-1.1209872987937322
ENSG00000069702,-3.47658680989569,-3.47671977878863,7.23768202054878,0.0019674066897586,0.422701737055598,-2.706105856216125,-1.529590098352892
ENSG00000134201,-4.27473962631462,-4.27730920446857,3.45087070058304,0.0019753398174233,0.422701737055598,-2.7043581819935154,-6.01819656846825
ENSG00000107738,-2.8661579113207,-2.86639256399673,5.28282321707336,0.0019818251672848,0.422701737055598,-2.7029346607652327,-2.884449764358222
ENSG00000004799,-3.95614034557342,-3.95632958019363,7.66796890060534,0.0020314345084581,0.422701737055598,-2.69219717435836,-1.0336313090790252
ENSG00000138640,-2.68207197420245,-2.68223147115058,6.33252908299812,0.0020494899441273,0.422701737055598,-2.688354208218784,-0.7722365839337795
ENSG00000133687,-4.41746849414825,-4.41796703381629,6.05051864133526,0.002068828028026,0.422701737055598,-2.684275608697935,-1.1868662004782828
ENSG00000166292,-5.23422408731246,-5.24256777818914,3.26564119511595,0.0020899920155526,0.422701737055598,-2.6798553730315633,-0.9160830721704558
ENSG00000168477,-5.4577087433389,-5.45875210278955,6.13780460713198,0.0020941861151359,0.422701737055598,-2.6789847241926616,-1.2044393140631964
ENSG00000123612,-7.44073833815581,-7.45321821406082,5.71140035320222,0.0021018436791903,0.422701737055598,-2.6773995869707488,-0.6858999060289352
ENSG00000249669,-4.20653605157481,-4.21001807962221,2.80027836530325,0.0021067100505617,0.422701737055598,-2.6763952328333787,-2.5959661247914454
ENSG00000185950,-3.0792683249219,-3.07949569118945,5.99861488843496,0.0021222316512736,0.422701737055598,-2.6732072126218083,-1.0460557605113285
ENSG00000139304,-8.12993832572513,-8.39061226684233,1.69433222079618,0.0021479935943824,0.422701737055598,-2.6679670180974937,-0.7272771282357566
ENSG00000177363,-5.57909708938821,-5.5864356659382,3.30611355982417,0.0022029876702313,0.422701737055598,-2.656987933518998,-1.5472217274185565
ENSG00000276409,-4.58734856330594,-4.5918071013391,2.90592403112684,0.0022173155498582,0.422701737055598,-2.6541724973183434,-2.8232758417026758
ENSG00000167676,-8.97212109592309,-8.97453493460552,10.3522298574333,0.0022278772773923,0.422701737055598,-2.6521087359486026,-0.6250898414624697
ENSG00000141338,-6.6783935680615,-6.68136855912098,6.09325871445552,0.0022468759067673,0.422701737055598,-2.648420912669616,-1.117596034504295
ENSG00000121898,-3.07090089668696,-3.07119893441871,5.13023596639172,0.002285039587105,0.422701737055598,-2.6411062716062403,-2.387120160146913
ENSG00000117525,-4.10178751073565,-4.10237858310334,5.37657152454472,0.0022987527286482,0.422701737055598,-2.6385077422405856,-1.8747682243566355
ENSG00000169313,-4.10304521152831,-4.1092310552898,2.17760032523595,0.0023039721119385,0.422701737055598,-2.637522782065024,-1.1259922210193896
ENSG00000165474,3.77584015638332,3.77944086286151,4.76348703908883,0.0023242776174939,0.422701737055598,2.6337119999714926,0.6619642603599508
ENSG00000130226,-6.14014953226808,-6.20475598476424,0.61957022613523,0.0023747139210687,0.422701737055598,-2.6243887018221144,-3.965683002121019
ENSG00000164330,-4.00975264790657,-4.01016019485918,6.19929126423392,0.0023818928043887,0.422701737055598,-2.623077787567781,-0.8573031219138516
ENSG00000102010,-4.08059896498463,-4.08561233916626,2.09918325885146,0.0024207825747192,0.422701737055598,-2.6160442154488353,-2.600858300721575
ENSG00000197766,-5.45247455893519,-5.45345066616444,6.25678623434938,0.0024286456356582,0.422701737055598,-2.6146358485976546,-1.140183380124939
ENSG00000154330,-3.57888581895335,-3.57981519447218,4.1005135677101,0.0024448581328719,0.422701737055598,-2.6117463364988223,-2.484436509841387
ENSG00000004846,-5.54987675997797,-5.57854191266112,1.23981479198356,0.0024777387790422,0.422701737055598,-2.605944481979531,-2.065232839240166
ENSG00000136244,-5.21858218798272,-5.23103324529017,3.46513951712946,0.0024881438751894,0.422701737055598,-2.604124510478706,-0.798765661186483
ENSG00000123243,-5.51225964793116,-5.51292311699129,7.35238335985628,0.0025165517637543,0.422701737055598,-2.599194132033523,-0.8233038178994039
ENSG00000165072,-3.35338323555118,-3.35434949021105,4.13292060505735,0.002526449665405,0.422701737055598,-2.5974893498122995,-1.4929321885755875
ENSG00000257017,-4.87821900653289,-4.95041316220314,-0.736865337243541,0.0025516518040239,0.422701737055598,-2.5931785893192973,-1.4875835800718524
ENSG00000123689,-7.27983338434043,-7.28340353834881,7.68864177269182,0.002554225348601,0.422701737055598,-2.592740789399712,-0.6409717953279485
ENSG00000149090,-4.1733955497811,-4.17480671630046,4.31735004424036,0.0025692044158849,0.422701737055598,-2.5902013402026993,-1.293337398977919
ENSG00000263812,-5.23029591225217,-5.36768988672811,-1.28386637081816,0.0026009571518361,0.423152663139792,-2.5848668023117862,-1.7026351085952989
ENSG00000168874,-5.23625072410268,-5.24564410403647,2.5701948750056,0.0026692853012046,0.423152663139792,-2.5736050050371655,-1.7368229434798392
ENSG00000245812,-4.52687177176952,-4.54007133146255,1.38254641478903,0.0026775524301149,0.423152663139792,-2.57226201633676,-1.1550698817399814
ENSG00000108001,-3.40861763708976,-3.40966093188555,4.1912051847871,0.0027302058135054,0.423152663139792,-2.563804612922406,-0.8768969742716172
ENSG00000165092,-3.94495044938287,-3.94522754295409,6.43042956816088,0.0027444020186548,0.423152663139792,-2.561552269898637,-1.3827273585162154
ENSG00000053438,-5.80238060757746,-5.81618673961952,5.25893055403419,0.0027545869086242,0.423152663139792,-2.5599435208617276,-0.6029214090861215
ENSG00000105664,4.47068589751915,4.47398334464387,4.63074856251409,0.0027556635307058,0.423152663139792,2.5597738113212154,0.8864672180390711
ENSG00000077616,-4.42739536556546,-4.43360976585626,2.96165035206369,0.0027630717998359,0.423152663139792,-2.5586078295723103,-0.8200441075286152
ENSG00000138356,-4.57463905832518,-4.57594443480448,4.88235249371972,0.0027959939596308,0.423152663139792,-2.5534637711602066,-1.3549619975056335
ENSG00000136011,-4.27392954086712,-4.28755301726532,1.05014872007545,0.0028098319300301,0.423152663139792,-2.5513196566228418,-1.649173410315011
ENSG00000113389,-3.89229757186419,-3.89382350310268,4.14886861165688,0.002825237231679,0.423152663139792,-2.548945079142448,-1.1383815002501136
ENSG00000186642,-3.49298284822963,-3.49349422210182,4.93790860152489,0.0028630612266055,0.423152663139792,-2.543169364485354,-1.1683124732208447
ENSG00000064205,-3.96917429166157,-3.96993065001319,4.92112265295331,0.002876779207184,0.423152663139792,-2.541093468933895,-1.2147299912333733
ENSG00000138685,-4.49363126120366,-4.49487081640173,5.73218649189784,0.0029211950064116,0.423152663139792,-2.5344394504274588,-0.9268824906799733
ENSG00000189056,-3.40096643703829,-3.40256304330353,3.39549258596473,0.0029227905309218,0.423152663139792,-2.5342023083252716,-1.6113985599328324
ENSG00000109107,-3.60009185575108,-3.60104830343392,5.3386406385966,0.0029329199300582,0.423152663139792,-2.5326997932787583,-0.8665718901136135
ENSG00000115380,-3.90100595367168,-3.90114899085857,7.23241279502153,0.0030114621778366,0.430322990610539,-2.5212225869380323,-2.1258670714604397
ENSG00000167641,-4.30135562173181,-4.30519212341978,2.9140190055818,0.0030646633278856,0.430322990610539,-2.5136172284449136,-1.2981653303297962
ENSG00000172554,-4.73960643016818,-4.77903783126049,0.190856963440935,0.0030785369560395,0.430322990610539,-2.511655628589409,-1.2847768322755768
ENSG00000179094,-2.63972409367019,-2.6398582452662,5.83888566449411,0.003107139084763,0.430322990610539,-2.5076393060005318,-7.094814227387113
ENSG00000125869,3.57325768854895,3.57948131372893,2.93780692078563,0.0031084333382893,0.430322990610539,2.5074584418308232,0.7550128797171908
ENSG00000171115,-2.75851533433528,-2.75885278365309,4.59367316376178,0.0031298483115501,0.430322990610539,-2.5044767100743544,-2.313099560983463
ENSG00000163687,-4.54178082217732,-4.55449506481105,1.51304532913677,0.0031507140577071,0.430322990610539,-2.501591009328344,-1.5098946891665557
ENSG00000280339,-4.0061131129027,-4.00765923370607,3.97607538198362,0.0031821910505208,0.430322990610539,-2.497273749989192,-1.1800427582990822
ENSG00000254369,-4.56508368345527,-4.64158989609993,-1.00421702119104,0.0031891072560708,0.430322990610539,-2.4963308743172825,-2.5068365720403762
ENSG00000184682,-3.94584448835408,-4.04501677565842,-1.85068491926918,0.003252438106195,0.433838917074618,-2.487790959299424,-1.2439853105433576
ENSG00000172403,-3.48746971451213,-3.48767595077133,6.29565513187714,0.0032619446030334,0.433838917074618,-2.486523418771279,-1.7333732941749123
ENSG00000143196,-4.81615933309258,-4.81653859120557,7.25116329110475,0.0033031584402645,0.433838917074618,-2.4810705943127385,-1.291458281854113
ENSG00000078596,-3.44758464295421,-3.4478622807865,5.74641242413004,0.0033076863479244,0.433838917074618,-2.480475679235539,-1.450237201193113
ENSG00000169302,-4.73605359419537,-4.74982402552328,1.4973225029055,0.003346575740783,0.435799619955548,-2.4753993414562743,-6.376075536516866
ENSG00000101605,-3.5934349745825,-3.5948660660525,4.74687731704362,0.0033700875253614,0.435799619955548,-2.472358819814753,-0.646998262253662
ENSG00000131095,-5.47115042338515,-5.50009807529281,1.40307119334708,0.0033923408249898,0.435799619955548,-2.469500521103859,-4.35620964475613
ENSG00000189129,-3.8253305243633,-3.82695607247499,3.66093029061578,0.0034173315763386,0.43602361255652,-2.4663128804965644,-1.1963379446718156
ENSG00000182782,-4.6624327655493,-4.66659837219363,4.44578485626435,0.0034516097840096,0.436468527716754,-2.4619783086203615,-0.658281844878731
ENSG00000213186,3.11336967722917,3.11466248775392,3.59936141689358,0.0034673603449454,0.436468527716754,2.4600010220040636,1.4586936819816756
ENSG00000113578,-2.95877690453547,-2.95930975291886,4.4397215855599,0.0036255418308652,0.45333775053139,-2.4406270796942673,-3.1421939031708743
ENSG00000104888,-4.16926425179563,-4.17842376718804,1.45380685928369,0.0037002470200897,0.458413413552501,-2.431769282451673,-1.6262038583872165
ENSG00000129596,-5.67039730087725,-5.67447951824574,4.94865649144241,0.0037304570730899,0.458413413552501,-2.428237953135164,-0.843478894021077
ENSG00000077157,-2.43481054122194,-2.43488467842425,6.56470869418858,0.0037763787080075,0.458413413552501,-2.422924459673018,-1.5479975277986309
ENSG00000106004,-4.10875268998668,-4.11212000360649,2.95003258480966,0.0038255515198786,0.458413413552501,-2.4173059448833127,-1.5506909273307434
ENSG00000136842,-4.76668451728922,-4.77255592943571,2.8014662442489,0.0038331517826354,0.458413413552501,-2.4164439834965243,-2.526893289479187
ENSG00000179388,-4.0765814581085,-4.07724103640699,5.9914561640366,0.0038556277186927,0.458413413552501,-2.4139049061807065,-1.2763176301717822
ENSG00000182836,-3.87276618352466,-3.87983382515259,1.5065605267292,0.003870266120899,0.458413413552501,-2.412259171708639,-2.249311734688604
ENSG00000132170,-4.31033344919016,-4.31106378231984,6.09146974771611,0.0038746424304482,0.458413413552501,-2.411768369970181,-0.7319837640174838
ENSG00000227467,-4.78873722501026,-4.81165832627851,0.803954925045156,0.003886102194223,0.458413413552501,-2.410485782788332,-1.4234672698697486
ENSG00000189058,-4.79745011636073,-4.79758729873453,9.07553822967128,0.0039291509381795,0.459210936582803,-2.405701287462216,-2.0769457623341423
ENSG00000101955,-3.29119738143826,-3.29158982234571,5.28394179063219,0.0039485690399141,0.459210936582803,-2.4035602640352174,-1.4201499467003214
ENSG00000225670,-4.11089657354057,-4.12842663269921,0.609183980511432,0.0039695770262853,0.459210936582803,-2.4012557665206757,-1.260307963047643
ENSG00000258498,-5.0126567940578,-5.04563537060768,0.426186189996498,0.0040235724676933,0.459210936582803,-2.3953881722826225,-2.6541281414290845
ENSG00000163827,-4.12561655500833,-4.13965442214964,1.5750260933039,0.0040242842860981,0.459210936582803,-2.3953113471562353,-1.1993293447406117
ENSG00000127084,2.43550040888401,2.43585533394209,5.04749049971043,0.004039763517603,0.459210936582803,2.3936440571681263,0.7799688936994206
ENSG00000143476,3.41442995803195,3.41537823873467,4.94212770401429,0.0041117193837234,0.462807054898246,2.3859765326944578,0.8463693586774894
ENSG00000204161,-3.322358402704,-3.32357348696175,3.38424547765623,0.0041598055134456,0.462807054898246,-2.3809269737991863,-1.956507915582262
ENSG00000154258,-4.50663825510857,-4.50851586760694,4.86887305262253,0.0041747039703768,0.462807054898246,-2.379374315052232,-1.348867191198694
ENSG00000052850,-4.44887857090209,-4.4613292650183,2.99480516886266,0.0041869979016642,0.462807054898246,-2.378097256757656,-0.7363878197252998
ENSG00000128918,-4.39215157136223,-4.39828101296384,2.43490317927762,0.0042264331806876,0.462807054898246,-2.374025992768551,-5.5447511596596835
ENSG00000017427,-4.41509808353525,-4.42028318850486,3.642400658712,0.0042291019691698,0.462807054898246,-2.373751843319904,-0.7274361254144676
ENSG00000120049,-6.62716714975092,-6.63211083798459,6.79869287615592,0.0042441252635155,0.462807054898246,-2.3722118065683544,-0.6327189924713339
ENSG00000154721,-2.70474446956746,-2.70499093862488,5.03746427532943,0.004335255571276,0.46601560977691,-2.362985294975958,-1.6998883996785878
ENSG00000172987,-5.61592136046404,-5.63692214343568,2.7568793771968,0.0043448945220515,0.46601560977691,-2.3620207621490366,-2.295289042298166
ENSG00000124253,-8.5350234155934,-8.61496698324988,5.0656714505486,0.0043480876365408,0.46601560977691,-2.361701711208897,-0.6442379795620147
ENSG00000149596,-3.70591620011657,-3.70999664362954,2.76448150074898,0.0043839883320773,0.467193665661602,-2.3581306103907465,-1.0214353241535663
ENSG00000039537,-6.00840342886962,-6.02796679190316,3.13164719096314,0.004441531232701,0.470651750285543,-2.3524672795998227,-0.7401759152167376
ENSG00000004776,-5.48659335860658,-5.48735633789523,7.14010744167819,0.0044951449513977,0.473656959036049,-2.3472562993529595,-0.7672145077031461
ENSG00000132031,3.12682283590772,3.12828434528698,3.62942063637926,0.0045222442144886,0.473850349089101,2.3446459881779775,0.8132656612039378
ENSG00000166670,4.62203587248401,4.70256449443281,2.29698185565022,0.0046294934917684,0.482393221842267,2.3344665221058345,0.832249956747907
ENSG00000111339,-4.94192216638367,-4.98198442565497,0.246546958828373,0.0046690871431044,0.482899555412672,-2.330768020389991,-1.8838578352179893
ENSG00000151632,-7.77204917027466,-7.78365170914239,6.21159872316191,0.0047251636670275,0.482899555412672,-2.32558314409527,-0.8156574139296204
ENSG00000174175,-3.10218438367836,-3.10323981556024,3.46937786514007,0.0047310064454645,0.482899555412672,-2.3250464602736165,-1.2104885373477383
ENSG00000165507,-3.58305911315557,-3.5831688148602,7.4264038337145,0.0047630087408933,0.482899555412672,-2.3221186214868887,-1.1179123777158297
ENSG00000248309,-3.57336052470439,-3.59893516350114,-0.732404988851378,0.0047694913584938,0.482899555412672,-2.3215279337435173,-2.8234610220245138
ENSG00000164283,3.7487034007373,3.75220562246753,2.31264347837259,0.0048202824204824,0.482899555412672,2.3169275156898075,1.990949931708021
ENSG00000148541,-3.75205409372479,-3.75518397458065,2.46550694919367,0.0048364150698993,0.482899555412672,-2.315476434272924,-1.9109861357059297
ENSG00000072657,-7.52774070914375,-7.63315824784267,2.96155410379909,0.0048534596254627,0.482899555412672,-2.3139485787959506,-0.6661375145356885
ENSG00000165376,-4.01659595762775,-4.05590928065803,-0.125697261795938,0.0048878972567737,0.482899555412672,-2.3108779315063357,-0.7755821843604124
ENSG00000146006,-4.12731239759716,-4.13932769499187,0.933888631662046,0.0048918167801454,0.482899555412672,-2.310529817551933,-3.1662744702323313
ENSG00000099260,-2.40488795789492,-2.40497929062356,7.20014658424875,0.0050427526288173,0.492568570515811,-2.2973323355439423,-0.633593001050816
ENSG00000086717,3.88960746501711,3.90392148663448,0.584461838412393,0.0051042383351616,0.492568570515811,2.2920690550492533,1.6249766317011847
ENSG00000131471,-4.2615448575014,-4.26169406325259,8.37728428821676,0.0051412808000085,0.492568570515811,-2.288928675735398,-0.7012831500262363
ENSG00000022267,-5.82834888354798,-5.82861531781397,8.76688091538341,0.0051743483294612,0.492568570515811,-2.286144338574466,-0.950156593046579
ENSG00000183722,-2.61839586691257,-2.61849279915572,6.31407423727812,0.0052015648435957,0.492568570515811,-2.283865983153237,-2.050540543954347
